timestamp,latency_ms,throughput_mbps,packet_loss_rate
2024-01-01 00:00:00,30.22672692263509,103.81442284036933,0.05848434185107252
2024-01-01 00:01:00,75.2217500083831,116.02002637207296,0.07743411530854874
2024-01-01 00:02:00,47.09360635913823,78.75980455895356,0.011010082058706672
2024-01-01 00:03:00,45.191794389659734,91.46715836703983,0.09123455090187797
2024-01-01 00:04:00,62.42998176131532,65.65395926306566,0.05250379366468843
2024-01-01 00:05:00,55.80779092823291,118.32708914540385,0.0456596167360615
2024-01-01 00:06:00,49.02897114033033,110.48059779579913,0.021280059622242855
2024-01-01 00:07:00,42.00227798466721,85.59681759616495,0.002414019224481634
2024-01-01 00:08:00,53.768545202499794,83.72997212868727,0.054988664123178314
2024-01-01 00:09:00,64.21533031618064,102.6005516779722,0.07306147051790844
2024-01-01 00:10:00,53.565602486610736,99.92276947110228,0.07797428652833095
2024-01-01 00:11:00,63.13958057001169,94.4689839503609,0.008086846778795254
2024-01-01 00:12:00,55.48264234252027,104.57589462171015,0.07564142670742284
2024-01-01 00:13:00,37.63728624404012,112.5152925628486,0.08342527164967826
2024-01-01 00:14:00,39.121050149500746,100.32576236426733,0.0958101000469463
2024-01-01 00:15:00,55.36491861946655,119.40676379475786,0.08537734696161765
2024-01-01 00:16:00,53.17240971152681,121.25895070162917,0.08227580438009988
2024-01-01 00:17:00,69.23316853382936,115.8276963784353,0.03745348397318071
2024-01-01 00:18:00,46.68824233211299,106.38801345051235,0.007476574294190974
2024-01-01 00:19:00,53.81442561270482,81.1963055807629,0.030516169816564187
2024-01-01 00:20:00,67.98694778862105,124.27983291380949,0.09688852507565243
2024-01-01 00:21:00,50.567194865859875,106.99856439078334,0.04141412114117801
2024-01-01 00:22:00,29.033876490671844,125.75663485100833,0.017518169164269105
2024-01-01 00:23:00,56.251261302720515,105.83558717351846,0.08582372974666416
2024-01-01 00:24:00,56.47363638237086,51.1636097555446,0.042523708543069354
2024-01-01 00:25:00,50.098929561284706,57.04768071987364,0.022908182866033223
2024-01-01 00:26:00,49.05768545015851,78.3740785259381,0.06881773285109503
2024-01-01 00:27:00,43.92924957447211,101.30684714191906,0.04630399224942799
2024-01-01 00:28:00,51.681953207390336,96.52587715888667,0.06988150683715948
2024-01-01 00:29:00,48.69292208098067,124.39001538102997,0.06494632074807467
2024-01-01 00:30:00,58.73257958580004,121.21266893660085,0.09864790877701463
2024-01-01 00:31:00,61.781216468253604,72.34398469527069,0.08762186628685112
2024-01-01 00:32:00,48.87445000863486,86.4458563089483,0.07040447570153145
2024-01-01 00:33:00,66.22492752704663,96.35760826087056,0.025120140105828914
2024-01-01 00:34:00,54.30674220089207,110.77040915328875,0.059181002075720274
2024-01-01 00:35:00,43.451287645494034,88.04316552248747,0.03386351437457508
2024-01-01 00:36:00,68.97813456243597,125.50148605209185,0.021030498453279724
2024-01-01 00:37:00,56.02935604603735,146.8165782817752,0.02575138561482985
